20220601 060400;1.072790;1.072810;1.072640;1.072650;0
20220601 060500;1.072660;1.072770;1.072640;1.072700;0
20220601 060600;1.072710;1.072730;1.072540;1.072550;0
20220601 060700;1.072530;1.072590;1.072480;1.072500;0
20220601 060800;1.072510;1.072550;1.072400;1.072420;0
20220601 060900;1.072430;1.072540;1.072410;1.072420;0
20220601 061000;1.072430;1.072580;1.072430;1.072530;0
20220601 061100;1.072490;1.072540;1.072370;1.072420;0
20220601 061200;1.072440;1.072480;1.072390;1.072430;0
20220601 061300;1.072420;1.072420;1.072230;1.072230;0
20220601 061400;1.072250;1.072270;1.072220;1.072230;0
20220601 061500;1.072220;1.072270;1.072160;1.072160;0
20220601 061600;1.072160;1.072210;1.072130;1.072190;0
20220601 061700;1.072200;1.072250;1.072140;1.072150;0
20220601 061800;1.072150;1.072450;1.072130;1.072450;0
20220601 061900;1.072460;1.072600;1.072440;1.072500;0
20220601 062000;1.072490;1.072490;1.072220;1.072230;0
20220601 062100;1.072230;1.072360;1.072220;1.072320;0
20220601 062200;1.072310;1.072360;1.072230;1.072240;0
20220601 062300;1.072220;1.072260;1.072150;1.072250;0
20220601 062400;1.072240;1.072250;1.072160;1.072220;0
20220601 062500;1.072200;1.072280;1.072090;1.072280;0
20220601 062600;1.072290;1.072330;1.072090;1.072140;0
20220601 062700;1.072140;1.072220;1.072020;1.072050;0
20220601 062800;1.072030;1.072030;1.071760;1.071830;0
20220601 062900;1.071820;1.071980;1.071800;1.071970;0
20220601 063000;1.071980;1.072020;1.071830;1.071830;0
20220601 063100;1.071840;1.071890;1.071740;1.071810;0
20220601 063200;1.071830;1.071850;1.071620;1.071620;0
20220601 063300;1.071620;1.071760;1.071590;1.071660;0
20220601 063400;1.071660;1.071760;1.071660;1.071710;0
20220601 063500;1.071710;1.071710;1.071350;1.071600;0
20220601 063600;1.071600;1.071800;1.071590;1.071740;0
20220601 063700;1.071750;1.071750;1.071510;1.071640;0
20220601 063800;1.071640;1.071660;1.071540;1.071540;0
20220601 063900;1.071560;1.071650;1.071490;1.071560;0
20220601 064000;1.071540;1.071560;1.071350;1.071410;0
20220601 064100;1.071440;1.071760;1.071440;1.071760;0
20220601 064200;1.071760;1.071760;1.071600;1.071620;0
20220601 064300;1.071630;1.071760;1.071580;1.071750;0
20220601 064400;1.071750;1.071750;1.071550;1.071600;0
20220601 064500;1.071610;1.071690;1.071540;1.071560;0
20220601 064600;1.071550;1.071760;1.071550;1.071760;0
20220601 064700;1.071760;1.071770;1.071660;1.071740;0
20220601 064800;1.071740;1.071740;1.071560;1.071570;0
20220601 064900;1.071560;1.071650;1.071540;1.071550;0
20220601 065000;1.071540;1.071590;1.071540;1.071580;0
20220601 065100;1.071560;1.071770;1.071550;1.071770;0
20220601 065200;1.071760;1.071770;1.071510;1.071510;0
20220601 065300;1.071530;1.071560;1.071500;1.071520;0
20220601 065400;1.071520;1.071550;1.071500;1.071520;0
20220601 065500;1.071510;1.071670;1.071510;1.071610;0
20220601 065600;1.071600;1.071830;1.071550;1.071770;0
20220601 065700;1.071810;1.071890;1.071790;1.071800;0
20220601 065800;1.071830;1.071830;1.071740;1.071760;0
20220601 065900;1.071750;1.071890;1.071730;1.071730;0
20220601 070000;1.071720;1.071760;1.071660;1.071760;0
20220601 070100;1.071750;1.071820;1.071510;1.071820;0
20220601 070200;1.071810;1.071830;1.071710;1.071720;0
20220601 070300;1.071690;1.071770;1.071690;1.071760;0
